PassengerId,Survived,Pclass,Sex_encoded,Age,Age_scaled,SibSp,Parch,Fare,Fare_scaled,Has_Cabin,Embarked_C,Embarked_Q,Embarked_S,Pclass_norm
106,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
107,1,3,0,21.0,-0.6422256047862709,0,0,7.65,-0.49411378248043836,0,0,0,1,1.0
108,1,3,1,28.0,-0.10457866558193422,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
109,0,3,1,38.0,0.663488390424261,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
110,1,3,0,28.0,-0.10457866558193422,1,0,24.15,-0.16207792852980066,0,0,1,0,1.0
111,0,1,1,47.0,1.3547487408298367,0,0,52.0,0.39835834616870003,1,0,0,1,0.0
112,0,3,0,14.5,-1.1414691911902977,1,0,14.4542,-0.3571902456652305,0,1,0,0,1.0
113,0,3,1,22.0,-0.5654188991856514,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
114,0,3,0,20.0,-0.7190323103868904,1,0,9.825,-0.45034541991421795,0,0,0,1,1.0
115,0,3,0,17.0,-0.9494524271887489,0,0,14.4583,-0.35710773978637,0,1,0,0,1.0
116,0,3,1,21.0,-0.6422256047862709,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
117,0,3,1,70.5,3.1597063224443955,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
118,0,2,1,29.0,-0.027771959981314702,1,0,21.0,-0.22546659155674054,0,0,0,1,0.5
119,0,1,1,24.0,-0.4118054879844123,0,1,247.5208,4.332898697266388,1,1,0,0,0.0
120,0,3,0,2.0,-2.1015530111980416,4,2,31.275,-0.01869880977838891,0,0,0,1,1.0
121,0,2,1,21.0,-0.6422256047862709,2,0,73.5,0.8310111255589249,0,0,0,1,0.5
122,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
123,0,2,1,32.5,0.24105150962085362,1,0,30.0708,-0.04293139010125909,0,1,0,0,0.5
124,1,2,0,32.5,0.24105150962085362,0,0,13.0,-0.38645367226008004,1,0,0,1,0.5
125,0,1,1,54.0,1.8923956800341732,0,1,77.2875,0.907228446579412,1,0,0,1,0.0
126,1,3,1,12.0,-1.3334859551918465,1,0,11.2417,-0.4218366202601652,0,1,0,0,1.0
127,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
128,1,3,1,24.0,-0.4118054879844123,0,0,7.1417,-0.5043424991206268,0,0,0,1,1.0
129,1,3,0,28.0,-0.10457866558193422,1,1,22.3583,-0.1981329975918223,1,1,0,0,1.0
130,0,3,1,45.0,1.2011353296285976,0,0,6.975,-0.5076970674147826,0,0,0,1,1.0
131,0,3,1,33.0,0.27945486242116335,0,0,7.8958,-0.4891674544258282,0,1,0,0,1.0
132,0,3,1,20.0,-0.7190323103868904,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0
133,0,3,0,47.0,1.3547487408298367,1,0,14.5,-0.35626859462820387,0,0,0,1,1.0
134,1,2,0,29.0,-0.027771959981314702,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
135,0,2,1,25.0,-0.33499878238379277,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
136,0,2,1,23.0,-0.48861219358503183,0,0,15.0458,-0.3452852510472186,0,1,0,0,0.5
137,1,1,0,19.0,-0.79583901598751,0,2,26.2833,-0.11914871112174634,1,0,0,1,0.0
138,0,1,1,37.0,0.5866816848236415,1,0,53.1,0.4204940697654092,1,0,0,1,0.0
139,0,3,1,16.0,-1.0262591327893684,0,0,9.2167,-0.4625864750631981,0,0,0,1,1.0
140,0,1,1,24.0,-0.4118054879844123,0,0,79.2,0.9457144205600544,1,1,0,0,0.0
141,0,3,0,28.0,-0.10457866558193422,0,2,15.2458,-0.34126057402963506,0,1,0,0,1.0
142,1,3,0,22.0,-0.5654188991856514,0,0,7.75,-0.49210144397164657,0,0,0,1,1.0
143,1,3,0,24.0,-0.4118054879844123,1,0,15.85,-0.32910202475951533,0,0,0,1,1.0
144,0,3,1,19.0,-0.79583901598751,0,0,6.75,-0.512224829059564,0,0,1,0,1.0
145,0,2,1,18.0,-0.8726457215881294,0,0,11.5,-0.4166387498919562,0,0,0,1,0.5
146,0,2,1,19.0,-0.79583901598751,1,1,36.75,0.0914767235779591,0,0,0,1,0.5
147,1,3,1,27.0,-0.18138537118255374,0,0,7.7958,-0.49117979293462,0,0,0,1,1.0
148,0,3,0,9.0,-1.563906071993705,2,2,34.375,0.043683683994155176,0,0,0,1,1.0
149,0,2,1,36.5,0.5482783320233316,0,2,26.0,-0.12484966611715337,1,0,0,1,0.5
150,0,2,1,42.0,0.970715212826739,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
151,0,2,1,51.0,1.6619755632323148,0,0,12.525,-0.39601228017684087,0,0,0,1,0.5
152,1,1,0,22.0,-0.5654188991856514,1,0,66.6,0.6921597684522944,1,0,0,1,0.0
153,0,3,1,55.5,2.0076057384351027,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
154,0,3,1,40.5,0.8555051544258098,0,2,14.5,-0.35626859462820387,0,0,0,1,1.0
155,0,3,1,28.0,-0.10457866558193422,0,0,7.3125,-0.5009054249476105,0,0,0,1,1.0
156,0,1,1,51.0,1.6619755632323148,0,1,61.3792,0.5870995995852952,0,1,0,0,0.0
157,1,3,0,16.0,-1.0262591327893684,0,0,7.7333,-0.4924375045026148,0,0,1,0,1.0
158,0,3,1,30.0,0.04903474561930482,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
159,0,3,1,28.0,-0.10457866558193422,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
160,0,3,1,28.0,-0.10457866558193422,8,2,69.55,0.751523754461651,0,0,0,1,1.0
161,0,3,1,44.0,1.1243286240279782,0,1,16.1,-0.32407117848753597,0,0,0,1,1.0
162,1,2,0,40.0,0.8171018016255001,0,0,15.75,-0.33111436326830707,0,0,0,1,0.5
163,0,3,1,26.0,-0.25819207678317324,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
164,0,3,1,17.0,-0.9494524271887489,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
165,0,3,1,1.0,-2.1783597167986612,4,1,39.6875,0.15058916727371655,0,0,0,1,1.0
166,1,3,1,9.0,-1.563906071993705,0,2,20.525,-0.23502519947350137,0,0,0,1,1.0
167,1,1,0,28.0,-0.10457866558193422,0,1,55.0,0.4587285014324523,1,0,0,1,0.0
168,0,3,0,45.0,1.2011353296285976,1,4,27.9,-0.08661523445011025,0,0,0,1,1.0
169,0,1,1,28.0,-0.10457866558193422,0,0,25.925,-0.12635891999874715,0,0,0,1,0.0
170,0,3,1,28.0,-0.10457866558193422,0,0,56.4958,0.48882906084695926,0,0,0,1,1.0
171,0,1,1,61.0,2.43004261923851,0,0,33.5,0.026075722042227415,1,0,0,1,0.0
172,0,3,1,4.0,-1.9479395999968028,4,1,29.125,-0.061964087717411374,0,0,1,0,1.0
173,1,3,0,1.0,-2.1783597167986612,1,1,11.1333,-0.42401799520369554,0,0,0,1,1.0
174,0,3,1,21.0,-0.6422256047862709,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
175,0,1,1,56.0,2.0460090912354123,0,0,30.6958,-0.03035427442131069,1,1,0,0,0.0
176,0,3,1,18.0,-0.8726457215881294,1,1,7.8542,-0.4900045872454856,0,0,0,1,1.0
177,0,3,1,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0
178,0,1,0,50.0,1.5851688576316951,0,0,28.7125,-0.07026498406617734,1,1,0,0,0.0
179,0,2,1,30.0,0.04903474561930482,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
180,0,3,1,36.0,0.5098749792230219,0,0,0.0,-0.6480576784030068,0,0,0,1,1.0
181,0,3,0,28.0,-0.10457866558193422,8,2,69.55,0.751523754461651,0,0,0,1,1.0
182,0,2,1,28.0,-0.10457866558193422,0,0,15.05,-0.3452007328298493,0,1,0,0,0.5
183,0,3,1,9.0,-1.563906071993705,4,2,31.3875,-0.016434928955998185,0,0,0,1,1.0
184,1,2,1,1.0,-2.1783597167986612,2,1,39.0,0.13675434002577333,1,0,0,1,0.5
185,1,3,0,4.0,-1.9479395999968028,0,2,22.025,-0.2048401218416252,0,0,0,1,1.0
186,0,1,1,28.0,-0.10457866558193422,0,0,50.0,0.35811157599286514,1,0,0,1,0.0
187,1,3,0,28.0,-0.10457866558193422,1,0,15.5,-0.3361452095402864,0,0,1,0,1.0
188,1,1,1,45.0,1.2011353296285976,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0
189,0,3,1,40.0,0.8171018016255001,1,1,15.5,-0.3361452095402864,0,0,1,0,1.0
190,0,3,1,36.0,0.5098749792230219,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
191,1,2,0,32.0,0.20264815682054385,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
192,0,2,1,19.0,-0.79583901598751,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
193,1,3,0,19.0,-0.79583901598751,1,0,7.8542,-0.4900045872454856,0,0,0,1,1.0
194,1,2,1,3.0,-2.0247463055974224,1,1,26.0,-0.12484966611715337,1,0,0,1,0.5
195,1,1,0,44.0,1.1243286240279782,0,0,27.7208,-0.09022134505786503,1,1,0,0,0.0
196,1,1,0,58.0,2.1996225024366516,0,0,146.5208,2.300436803386727,1,1,0,0,0.0
197,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
198,0,3,1,42.0,0.970715212826739,0,1,8.4042,-0.478936725447131,0,0,0,1,1.0
199,1,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
200,0,2,0,24.0,-0.4118054879844123,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
201,0,3,1,28.0,-0.10457866558193422,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0
202,0,3,1,28.0,-0.10457866558193422,8,2,69.55,0.751523754461651,0,0,0,1,1.0
203,0,3,1,34.0,0.3562615680217829,0,0,6.4958,-0.5173401935489127,0,0,0,1,1.0
204,0,3,1,45.5,1.2395386824289074,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0
205,1,3,1,18.0,-0.8726457215881294,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
206,0,3,0,2.0,-2.1015530111980416,0,1,10.4625,-0.43751676192067057,1,0,0,1,1.0
207,0,3,1,32.0,0.20264815682054385,1,0,15.85,-0.32910202475951533,0,0,0,1,1.0
208,1,3,1,26.0,-0.25819207678317324,0,0,18.7875,-0.26998958106375787,0,1,0,0,1.0
209,1,3,0,16.0,-1.0262591327893684,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
210,1,1,1,40.0,0.8171018016255001,0,0,31.0,-0.024232740677566176,1,1,0,0,0.0
211,0,3,1,24.0,-0.4118054879844123,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0
212,1,2,0,35.0,0.4330682736224024,0,0,21.0,-0.22546659155674054,0,0,0,1,0.5
213,0,3,1,22.0,-0.5654188991856514,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
214,0,2,1,30.0,0.04903474561930482,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
215,0,3,1,28.0,-0.10457866558193422,1,0,7.75,-0.49210144397164657,0,0,1,0,1.0
216,1,1,0,31.0,0.12584145121992435,1,0,113.275,1.6314187674308411,1,1,0,0,0.0
217,1,3,0,27.0,-0.18138537118255374,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
218,0,2,1,42.0,0.970715212826739,1,0,27.0,-0.10472628102923592,0,0,0,1,0.5
219,1,1,0,32.0,0.20264815682054385,0,0,76.2917,0.8871895797088641,1,1,0,0,0.0
220,0,2,1,30.0,0.04903474561930482,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
221,1,3,1,16.0,-1.0262591327893684,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
222,0,2,1,27.0,-0.18138537118255374,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
223,0,3,1,51.0,1.6619755632323148,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
224,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
225,1,1,1,38.0,0.663488390424261,1,0,90.0,1.1630469795095626,1,0,0,1,0.0
226,0,3,1,22.0,-0.5654188991856514,0,0,9.35,-0.45990402783097867,0,0,0,1,1.0
227,1,2,1,19.0,-0.79583901598751,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
228,0,3,1,20.5,-0.6806289575865806,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
229,0,2,1,18.0,-0.8726457215881294,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
230,0,3,0,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0
231,1,1,0,35.0,0.4330682736224024,1,0,83.475,1.0317418918109011,1,0,0,1,0.0
232,0,3,1,29.0,-0.027771959981314702,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
233,0,2,1,59.0,2.276429208037271,0,0,13.5,-0.3763919797161213,0,0,0,1,0.5
234,1,3,0,5.0,-1.8711328943961831,4,2,31.3875,-0.016434928955998185,0,0,0,1,1.0
235,0,2,1,24.0,-0.4118054879844123,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
236,0,3,0,28.0,-0.10457866558193422,0,0,7.55,-0.4961261209892301,0,0,0,1,1.0
237,0,2,1,44.0,1.1243286240279782,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
238,1,2,0,8.0,-1.6407127775943247,0,2,26.25,-0.11981881984517401,0,0,0,1,0.5
239,0,2,1,19.0,-0.79583901598751,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
240,0,2,1,33.0,0.27945486242116335,0,0,12.275,-0.40104312644882023,0,0,0,1,0.5
241,0,3,0,28.0,-0.10457866558193422,1,0,14.4542,-0.3571902456652305,0,1,0,0,1.0
242,1,3,0,28.0,-0.10457866558193422,1,0,15.5,-0.3361452095402864,0,0,1,0,1.0
243,0,2,1,29.0,-0.027771959981314702,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
244,0,3,1,22.0,-0.5654188991856514,0,0,7.125,-0.504678559651595,0,0,0,1,1.0
245,0,3,1,30.0,0.04903474561930482,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0
246,0,1,1,44.0,1.1243286240279782,2,0,90.0,1.1630469795095626,1,0,1,0,0.0
247,0,3,0,25.0,-0.33499878238379277,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
248,1,2,0,24.0,-0.4118054879844123,0,2,14.5,-0.35626859462820387,0,0,0,1,0.5
249,1,1,1,37.0,0.5866816848236415,1,1,52.5542,0.40951072618442386,1,0,0,1,0.0
250,0,2,1,54.0,1.8923956800341732,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
251,0,3,1,28.0,-0.10457866558193422,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
252,0,3,0,29.0,-0.027771959981314702,1,1,10.4625,-0.43751676192067057,1,0,0,1,1.0
253,0,1,1,62.0,2.5068493248391293,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0
254,0,3,1,30.0,0.04903474561930482,1,0,16.1,-0.32407117848753597,0,0,0,1,1.0
255,0,3,0,41.0,0.8939085072261196,0,2,20.2125,-0.24131375731347557,0,0,0,1,1.0
256,1,3,0,29.0,-0.027771959981314702,0,2,15.2458,-0.34126057402963506,0,1,0,0,1.0
257,1,1,0,28.0,-0.10457866558193422,0,0,79.2,0.9457144205600544,0,1,0,0,0.0
258,1,1,0,30.0,0.04903474561930482,0,0,86.5,1.0926151317018515,1,0,0,1,0.0
259,1,1,0,35.0,0.4330682736224024,0,0,512.3292,9.661740104981664,0,1,0,0,0.0
260,1,2,0,50.0,1.5851688576316951,0,1,26.0,-0.12484966611715337,0,0,0,1,0.5
261,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
262,1,3,1,3.0,-2.0247463055974224,4,2,31.3875,-0.016434928955998185,0,0,0,1,1.0
263,0,1,1,52.0,1.7387822688329342,1,1,79.65,0.9547699438496172,1,0,0,1,0.0
264,0,1,1,40.0,0.8171018016255001,0,0,0.0,-0.6480576784030068,1,0,0,1,0.0
265,0,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
266,0,2,1,36.0,0.5098749792230219,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
267,0,3,1,16.0,-1.0262591327893684,4,1,39.6875,0.15058916727371655,0,0,0,1,1.0
